name,artists,year
Pretty Thoughts,"['Galimatias', 'Alina Baraz']",2015
Creep,"[""Scott Bradlee's Postmodern Jukebox"", 'Haley Reinhart']",2015
I Really Like You,['Carly Rae Jepsen'],2015
Cold Turkey,"['$uicideBoy$', 'Pouya']",2015
Five More Nights,['JT Music'],2015
Spirit of the Living God,['Vertical Worship'],2015
Vice Grip,['Parkway Drive'],2015
Yours,['Ella Henderson'],2015
Nirvana,['Sam Smith'],2015
Seeing Stars,['BØRNS'],2015
"Winter Wonderland / Here Comes Santa Claus - From ""Pitch Perfect 2"" Soundtrack","['Snoop Dogg', 'Anna Kendrick']",2015
Light Of The World,['Lauren Daigle'],2015
Note to Self,['Mild High Club'],2015
Just Gold,['MandoPony'],2015
Landslide,['Oh Wonder'],2015
for him.,"['Troye Sivan', 'Allday']",2015
Right Now,['Lil Uzi Vert'],2015
Never Been,['Logic'],2015
Dueles,['Jesse & Joy'],2015
Never Again,['Breaking Benjamin'],2015
HERO,['Monsta X'],2015
Ship To Wreck,['Florence + The Machine'],2015
Destilando Amor,"['Aaron Y Su Grupo Ilusion', 'Cristian Castro']",2015
Smooth Sailin',['Leon Bridges'],2015
Time (feat. G-Eazy & Olivver the Kid),"['Skizzy Mars', 'G-Eazy', 'Olivver the Kid']",2015
Medias Negras,['Grupo Innovacion'],2015
Cecily Smith (Bonus Track),['Will Connolly'],2015
I Am the Fire,['Halestorm'],2015
Never Catch Me,['Travis Scott'],2015
Soy Yo,['Bomba Estéreo'],2015
Hands Down,['The Greeting Committee'],2015
"Me!Me!Me!, Pt. 1","['TeddyLoid', 'DAOKO']",2015
Victory,"['Two Steps from Hell', 'Thomas Bergersen']",2015
Worthy,"['Jeremih', 'Jhené Aiko']",2015
For Sale? - Interlude,['Kendrick Lamar'],2015
Para Qué Le Hago Daño,['Los Valedores de la Sierra'],2015
A Head Full of Dreams,['Coldplay'],2015
Daffodils (feat. Kevin Parker),"['Mark Ronson', 'Kevin Parker']",2015
Cutting My Fingers Off,['Turnover'],2015
Trouble - Stripped,['Halsey'],2015
DEL Negociante,['Los Plebes del Rancho de Ariel Camacho'],2015
That Look,['Aaron Watson'],2015
It's Me,['Tryhardninja'],2015
Tech Noir,"['Gunship', 'John Carpenter', 'Charlie Simpson']",2015
Dessert,['Dawin'],2015
Naruto Themed Sexting,"[""Panucci's Pizza""]",2015
Chivo Tatemado,['Los Morros Del Norte'],2015
Lose My Mind,['Brett Eldredge'],2015
Chateau Lobby #4 (in C for Two Virgins),['Father John Misty'],2015
New Americana,['Halsey'],2015
Dumb Dumb,['Red Velvet'],2015
Force,['Alan Walker'],2015
Disarm You (feat. Ilsey),"['Kaskade', 'Ilsey']",2015
Drowning Shadows,['Sam Smith'],2015
Beach Walk,['Whitewoods '],2015
Only One,"['Kanye West', 'Paul McCartney']",2015
Cars That Go Boom,"[""L'Trimm""]",2015
Morning Sun,['Melody Gardot'],2015
Reelin,['Iration'],2015
I'm Not Sorry,"['DEAN', 'Eric Bellinger']",2015
Black Sun,['Death Cab for Cutie'],2015
Secrets,['State Champs'],2015
Micaela,"['Sonora Carruseles', 'Luis Florez']",2015
Paradise,['Jeremih'],2015
Too Many,['Russ'],2015
Lights Shine Bright,"['TobyMac', 'Hollyn']",2015
Made A Way,['Travis Greene'],2015
Nada Contigo,['Los Huracanes del Norte'],2015
El Perdedor,['Maluma'],2015
Wavybone (feat. Juicy J & UGK),"['A$AP Rocky', 'Juicy J', 'UGK']",2015
For However Long,['Bryson Tiller'],2015
Lover Come Back,['City and Colour'],2015
Ya No Vivo Por Vivir,"['Juan Gabriel', 'Natalia Lafourcade']",2015
Jugg (feat. Monty),"['Fetty Wap', 'Monty']",2015
Wiped Out!,['The Neighbourhood'],2015
Run,['BTS'],2015
God Of Miracles - Live,['Chris McClarney'],2015
"Fine Whine (feat. Joe Fox, Future & M.I.A.)","['A$AP Rocky', 'Joe Fox', 'Future', 'M.I.A.']",2015
Sad Saturdays,['JOBA'],2015
Wasted (feat. Juicy J),"['Travis Scott', 'Juicy J']",2015
You Don't Own Me (feat. G-Eazy),"['SAYGRACE', 'G-Eazy']",2015
Roman Holiday,['Halsey'],2015
Let It All Go,"['Birdy', 'RHODES']",2015
Harry Potter in 99 Seconds,['Jon Cozart'],2015
Borderline - Vanic Remix,"['Tove Styrke', 'Vanic']",2015
View,['SHINee'],2015
Twin Skeleton's (Hotel In NYC),['Fall Out Boy'],2015
Get It On Tonite,['Montell Jordan'],2015
All I Need (One Mo Drank) (feat. K Camp),"['Juicy J', 'K CAMP']",2015
Mr. Rodriguez,['Rayland Baxter'],2015
No Me Amenaces / Cuatro Caminos / Ojalá Que Te Valla Bonito / Te Solté La Rienda / La Que Se Fue / Que Suerte La Mia / Me Cansé de Rogarle / Pa` Todo el Año (feat. Los Orijinales De San Juan),"['La Ley De Michoacan', 'Los Originales De San Juan']",2015
Get Rich,['RJMrLA'],2015
Better Man,['Leon Bridges'],2015
Egg,['The Garden'],2015
Turn The Music Up,['NF'],2015
Don't Be so Hard on Yourself,['Jess Glynne'],2015
Hollow,"['Tori Kelly', 'Big Sean']",2015
Innermission,"['Logic', 'Lucy Rose']",2015
"Psalm 23 (Surely Goodness, Surely Mercy)",['Shane & Shane'],2015
Games,['Luke Bryan'],2015
Premium Brown Noise: Best of Constant Pacific Ocean Roar Sounds to Induce Sleep,['Natural White Noise Relaxation'],2015
Lay It All on Me (feat. Ed Sheeran),"['Rudimental', 'Ed Sheeran']",2015
Brahm's Lullaby,['Baby Lullaby Academy'],2015
Question Everything,['Five Finger Death Punch'],2015
American Beauty,['Drew Holcomb & The Neighbors'],2015
Working For It,"['ZHU', 'Skrillex', 'THEY.']",2015
How Can It Be,['Lauren Daigle'],2015
Here In My Arms,['Leon Bridges'],2015
Grace Wins,['Matthew West'],2015
King Of The World,['Natalie Grant'],2015
Because He Lives (Amen),['Matt Maher'],2015
Still Think About You,['William Clark Green'],2015
Distance,['Emily King'],2015
6PM In New York,['Drake'],2015
What Kind Of Man,['Florence + The Machine'],2015
That's How I Knew,['Nipsey Hussle'],2015
Loud Places,"['Jamie xx', 'Romy']",2015
"Mary, Did You Know? (feat. The String Mob)","['Pentatonix', 'The String Mob']",2015
Art School Wannabe,['Sorority Noise'],2015
The River,['Wage War'],2015
We Don't Bite,['JT Music'],2015
Oh No,['Bring Me The Horizon'],2015
"My Neck, My Back (Lick It)",['Khia'],2015
We Belong - Odesza Remix,"['RAC', 'Katie Herzig']",2015
Me Soltaste,['Jesse & Joy'],2015
Pieces,['Rob Thomas'],2015
Green & Gold,['Lianne La Havas'],2015
The Bird Hunters,['Turnpike Troubadours'],2015
Secrets,"['Tiësto', 'KSHMR', 'VASSY']",2015
Hair,['Little Mix'],2015
Pursue / All I Need Is You - Medley/Live,"['Hillsong Worship', 'Hillsong Young & Free']",2015
VERY NICE,['SEVENTEEN'],2016
different hos,['blackbear'],2016
Iffy,['Caamp'],2016
your text,['Sundial'],2016
Cowboy Hat,['Jon Pardi'],2016
29 #Strafford APTS,['Bon Iver'],2016
Whole Heart,"['Gryffin', 'Bipolar Sunshine']",2016
You & Me,"['Marc E. Bassy', 'G-Eazy']",2016
Threat of Joy,['The Strokes'],2016
Uber Everywhere (feat. Travis Scott),"['MadeinTYO', 'Travis Scott']",2016
Mistakes,['Lake Street Dive'],2016
Quién Se Anima,['Gerardo Ortiz'],2016
All Fucked Up,['The Amity Affliction'],2016
Law (feat. E-40),"['Yo Gotti', 'E-40']",2016
Amsterdam (Recorded at Spotify Studios NYC),['Mandolin Orange'],2016
She Burns,['Foy Vance'],2016
From the Ground Up - Single Version,['Dan + Shay'],2016
Saltwater,['Geowulf'],2016
Desde Esa Noche (feat. Maluma),"['Thalia', 'Maluma']",2016
Eclipse,['$uicideBoy$'],2016
Bailar,"['Deorro', 'Pitbull', 'Elvis Crespo']",2016
Donald Trump,['Upchurch'],2016
FXXK IT,['BIGBANG'],2016
Cane Shuga,['Glass Animals'],2016
Cheap Thrills (feat. Sean Paul),"['Sia', 'Sean Paul']",2016
American Boyfriend,['Kevin Abstract'],2016
This Is Love,['Air Traffic Controller'],2016
Someone To Stay,['Vancouver Sleep Clinic'],2016
Can't Hide,"['Whethan', 'Ashe']",2016
Low Tide,['DRAMA'],2016
My Beyoncé,"['Lil Durk', 'DeJ Loaf']",2016
Colors - Audien Remix,"['Halsey', 'Audien']",2016
Cocoon,['Migos'],2016
"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)","['Young Thug', 'Travis Scott', 'Gucci Mane', 'Gunna']",2016
Painting (Masterpiece),['Lewis Del Mar'],2016
A Lovely Night,"['Ryan Gosling', 'Emma Stone']",2016
The Mack,"['Nevada', 'Mark Morrison', 'Fetty Wap']",2016
Angel,['Anita Baker'],2016
Don't Let Me Down,['Conor Maynard'],2016
Carry Me Home,"['Jorja Smith', 'Maverick Sabre']",2016
Party Till We Die (feat. Andrew W.K.),"['MAKJ', 'Timmy Trumpet', 'Andrew W.K.']",2016
Back from the Dead,['Skillet'],2016
A Change Of Heart,['The 1975'],2016
Someone In The Crowd,"['Emma Stone', 'Callie Hernandez', 'Sonoya Mizuno', 'Jessica Rothe']",2016
Innerbloom (What So Not Remix),"['RÜFÜS DU SOL', 'What So Not']",2016
Re:Re: (Single ver.),['ASIAN KUNG-FU GENERATION'],2016
Bohemian Rhapsody,['Panic! At The Disco'],2016
City Of Stars,['Ryan Gosling'],2016
Waiting for the Thunder,['Blackberry Smoke'],2016
I Don't Know My Name,['Grace VanderWaal'],2016
Camera,"['DJ Drama', 'FKi 1st', 'Post Malone', 'Lil Uzi Vert', 'Mac Miller']",2016
Ghostbusters,['WALK THE MOON'],2016
I Got No Time,['The Living Tombstone'],2016
Dip Dip,['21 Savage'],2016
Horse to Water,['Tall Heights'],2016
I Like Being,['Sybyr'],2016
Floor Fan Rest Sound,['Fan Sounds'],2016
Chainsaw,['Nick Jonas'],2016
Fuiste Mía,['Gerardo Ortiz'],2016
Down in the Holler (feat. Justin Adams),"['Upchurch', 'Justin Adams']",2016
Aftergold (feat. Tove Styrke),"['Big Wild', 'Tove Styrke']",2016
Come and See Me (feat. Drake),"['PARTYNEXTDOOR', 'Drake']",2016
TiO,['ZAYN'],2016
Love Brought Weight,['Old Sea Brigade'],2016
Super Psycho Love,['Simon Curtis'],2016
Gravity,['YoungBoy Never Broke Again'],2016
The Loser,['Verzache'],2016
I Just Wanna Know,['NF'],2016
Rum,['Brothers Osborne'],2016
Don't You Worry 'Bout A Thing,['Tori Kelly'],2016
High Heels.,['JoJo'],2016
Xanny Family,['Future'],2016
Teenagers,['My Chemical Romance'],2016
Que Lo Nuestro Se Quede Nuestro,['Carlos Rivera'],2016
Frequency,['Kid Cudi'],2016
100it Racks,"['Future', '2 Chainz', 'Drake']",2016
Summers Over Interlude,['Drake'],2016
Don't Touch My Hair (feat. Sampha),"['Solange', 'Sampha']",2016
Marvin Gaye (feat. Meghan Trainor),"['Charlie Puth', 'Meghan Trainor']",2016
El Afro (En Vivo),['LEGADO 7'],2016
Forest Fires,['Axel Flóvent'],2016
You Look Like I Need A Drink,['Justin Moore'],2016
Amerika,['Young the Giant'],2016
Goodbye Angels,['Red Hot Chili Peppers'],2016
Swimming In The Moonlight,['Bad Suns'],2016
It's Not Like I Like You!!,['Static-P'],2016
Lady May (Live),['Tyler Childers'],2016
Ain't it Funny,['Danny Brown'],2016
Stand By Me,['Florence + The Machine'],2016
Kitchen,['Kid Cudi'],2016
Gotta Lotta,"['2 Chainz', 'Lil Wayne']",2016
Star Of The Show,['Thomas Rhett'],2016
Keep The Family Close,['Drake'],2016
Aloha,"['Møme', 'Merryn Jeann']",2016
Pretty Girl,['Maggie Lindemann'],2016
Pop Style,"['Drake', 'The Throne']",2016
Down In the DM (feat. Nicki Minaj) - Remix,"['Yo Gotti', 'Nicki Minaj']",2016
Wrist,"['Logic', 'Pusha T']",2016
Floral & Fading,['Pierce The Veil'],2016
You Belong Here,"['JT Music', 'Andrea Storm Kaden']",2016
Battlefield,['SVRCINA'],2016
ProductOfDrugs (Prod. The Virus and Antidote),"['Kamiyada+', 'The Virus and Antidote']",2016
Inhale Exhale (feat. Protoje),"['Rebelution', 'Protoje']",2016
Back On Road,"['Gucci Mane', 'Drake']",2016
Not Today,['Imagine Dragons'],2016
Where You Are (feat. Wyred),"['Sammy Adams', 'Wyred']",2016
Lost And Lonely,['Aaron Lewis'],2016
Animals Freeze Dance Song,['The Kiboomers'],2016
THE HERO !! 〜怒れる拳に火をつけろ〜,['JAM Project'],2016
Loving Someone,['The 1975'],2016
Ready Set Let's Go,['Sam Tinnesz'],2016
Snow,['Ricky Montgomery'],2016
"Sweet Dreams, TN","['The Last Shadow Puppets', 'Alex Turner', 'Miles Kane']",2016
A Thousand Times,['Ella Mai'],2016
バイバイ YESTERDAY,['3年E組うた担(渚&茅野&業&磯貝&前原)'],2016
Set It All Free,['Scarlett Johansson'],2016
Marceline,['Vista Kicks'],2016
Intro 2,['NF'],2016
Tity and Dolla (feat. Hugh Augustine & Jay Rock),"['Isaiah Rashad', 'Hugh Augustine', 'Jay Rock']",2016
We Need a Little Christmas,['Johnny Mathis'],2016
Alone with You,['Canyon City'],2016
Soldier,['Fleurie'],2016
Relax,['Vacations'],2016
Social Sites,['Cosmo Pyke'],2016
The Good In Me,['Jon Bellion'],2016
Go Robot,['Red Hot Chili Peppers'],2016
Soothing Deep Pink Noise,['White Noise Spa'],2016
Bad Blood,['Nao'],2016
Celestial Bodies,"['GHOST DATA', 'Jovani Occomy']",2016
She's Got a Way with Words,['Blake Shelton'],2016
Mama's Gun,['Glass Animals'],2016
The Dreamer (feat. Talib Kweli & Timan Family Choir),"['Anderson .Paak', 'Talib Kweli', 'Timan Family Choir']",2016
Heroes,['Zayde Wølf'],2016
Kiss Goodbye,['Cody Johnson'],2016
Pocket Full Of Gold,['American Authors'],2016
Sensations - Whethan Remix,"['Elohim', 'Whethan']",2016
Fumes,"['EDEN', 'gnash']",2016
It's All on U - T-Mass & LZRD Remix,"['ILLENIUM', ""Liam O'Donnell"", 'T-Mass', 'LZRD']",2016
Hero of Our Time,['NateWantsToBattle'],2016
El Manisero,['Los Cuates de Sinaloa'],2016
Free Animal,['Foreign Air'],2016
"New Level REMIX (feat. Future, A$AP Rocky & Lil Uzi Vert)","['A$AP Ferg', 'Future', 'A$AP Rocky', 'Lil Uzi Vert']",2016
2! 3!,['BTS'],2016
Highland Grace,['Hiss Golden Messenger'],2016
Love Me Now - Recorded at Spotify Studios NYC,['John Legend'],2016
WALLS,['Kings of Leon'],2016
Smoke and Mirrors,['Jayn'],2016
Dirty Boys,['Upchurch'],2016
Free Room (feat. Appleby),"['Ravyn Lenae', 'Appleby']",2016
Nothing Is Bad,['Grady Spencer & the Work'],2016
Hot Blood,['KALEO'],2016
Love & Hate,['Michael Kiwanuka'],2016
Home,['Chris Tomlin'],2016
Give It to Me,['Agust D'],2016
Reality,"['Lost Frequencies', 'Janieck Devy']",2016
*Sobs Quietly*,['Mom Jeans.'],2016
Demons,"['Jelly Roll', 'Lil Wyte']",2016
PS GFY,"['GRiZ', 'Cherub']",2016
When You Love Someone - Acoustic,['James TW'],2016
You Lied,['Rayy Dubb'],2016
Jimmy Choo,['Fetty Wap'],2016
ULT,['Denzel Curry'],2016
Blem,['Drake'],2017
Late Night,['ODESZA'],2017
Notorious,['Adelitas Way'],2017
Even Then,['Micah Tyler'],2017
Let It Go,['Playboi Carti'],2017
REDMERCEDES,['Aminé'],2017
Radio Jam,['Upchurch'],2017
The Louvre,['Lorde'],2017
Someone To Stay,['Vancouver Sleep Clinic'],2017
Uncomfortable,['Wallows'],2017
Nanã,['Polo & Pan'],2017
Great One,['Jessie Reyez'],2017
Thirteen Silver Dollars,['Colter Wall'],2017
Head Over Heels,['Seckond Chaynce'],2017
Barcelona,['Ed Sheeran'],2017
On the Level,['Mac DeMarco'],2017
Nowadays (feat. Landon Cube),"['Lil Skies', 'Landon Cube']",2017
Stitch,['Wage War'],2017
Second One To Know,['Chris Stapleton'],2017
It Ain't Shit,['Lil Pete'],2017
Friend Like Me,['Chris Webby'],2017
Fire,['Barns Courtney'],2017
Save Myself,['Ed Sheeran'],2017
Let's Go,['Khalid'],2017
Unravel Me,['Sabrina Claudio'],2017
Marry Me,['Thomas Rhett'],2017
Ultimately,"['Dream Easy Collective', 'khai dreams', 'Barnes Blvd.']",2017
WASTE,['BROCKHAMPTON'],2017
Not in a Hurry,"['Will Reagan', 'United Pursuit']",2017
Graffiti,['YoungBoy Never Broke Again'],2017
Boss,['Lil Pump'],2017
Running Miles,['Hippie Sabotage'],2017
Drama,['AJR'],2017
GUMMY,['BROCKHAMPTON'],2017
CRZY,['Kehlani'],2017
Fake Happy,['Paramore'],2017
Noche de Desmadre,['Esteban Gabriel'],2017
Million Miles,['Kody West'],2017
Eyes Closed,['Halsey'],2017
Scared,['Russ'],2017
Darling,['Real Estate'],2017
Bowser,"['XXXTENTACION', 'Ski Mask The Slump God']",2017
Build Our Machine,['Dagames'],2017
Sad Song,['Scotty Sire'],2017
Boys,['Charli XCX'],2017
Distraction,['Kehlani'],2017
I Don't Want It At All,['Kim Petras'],2017
4:44,['JAY-Z'],2017
You Don't Know,['Katelyn Tarver'],2017
Right Girl Wrong Time,['Jon Langston'],2017
Lovers,['Anna of the North'],2017
Una Lady Como Tú,['Manuel Turizo'],2017
Superhuman,"['SLANDER', 'Eric Leva']",2017
disco tits,['Tove Lo'],2017
3 Am,['Casey Donahew'],2017
How Would You Feel (Paean),['Ed Sheeran'],2017
Still Feel Like Your Man,['John Mayer'],2017
Into The Fire,['Asking Alexandria'],2017
Someone To You - Acoustic,['BANNERS'],2017
Permission,['Ro James'],2017
4422,"['Drake', 'Sampha']",2017
More Girls Like You,['Kip Moore'],2017
Corrido De Juanito,['Calibre 50'],2017
Paint Me Silver,['Pond'],2017
Bella,['Wolfine'],2017
Deja vu,"['Prince Royce', 'Shakira']",2017
Cold Blooded,['Khalid'],2017
Pretty Mami,['Lil Uzi Vert'],2017
Ko Ko Bop,['EXO'],2017
Megaman,['Tay-K'],2017
if i could i would feel nothing,['blackbear'],2017
Remember Me (Lullaby),"['Gael Garcia Bernal', 'Gabriella Flores', 'Libertad García Fonzi']",2017
Love Like You,['Caleb Hyles'],2017
Andromeda (feat. DRAM),['Gorillaz'],2017
Hopeless,['Khalid'],2017
Without Your Love,['Chris Stapleton'],2017
No Sleep Leak,['Lil Uzi Vert'],2017
Rollin (feat. Future & Khalid),"['Calvin Harris', 'Future', 'Khalid', 'Funk Wav']",2017
Modern Slavery,"['Huncho Jack', 'Travis Scott', 'Quavo']",2017
I Wouldn't Mind,['He Is We'],2017
Misunderstood,['Parker McCollum'],2017
Beauty and the Beast,"['Ariana Grande', 'John Legend']",2017
Another Weekend,['Ariel Pink'],2017
The Mystical Warlock,['Ramirez'],2017
&Run,['Sir Sly'],2017
Palace,['Sam Smith'],2017
Nancy Mulligan,['Ed Sheeran'],2017
Para Qué Lastimarme,['Gerardo Ortiz'],2017
e.z. (feat. Machine Gun Kelly),"['blackbear', 'Machine Gun Kelly']",2017
Take Me Away,"['Somber', 'Warlord Colossus']",2017
Beautiful Trauma,['P!nk'],2017
UnFazed (feat. The Weeknd),"['Lil Uzi Vert', 'The Weeknd']",2017
Somethin' I'm Good At,['Brett Eldredge'],2017
Black Butterflies and Déjà Vu,['The Maine'],2017
Cherry,['Chromatics'],2017
Love So Soft,['Kelly Clarkson'],2017
Swish Swish,"['Katy Perry', 'Nicki Minaj']",2017
This Town (feat. Sasha Sloan),"['Kygo', 'Sasha Sloan']",2017
girl in new york,['ROLE MODEL'],2017
Goodmorning,['Bleachers'],2017
Hollow Life,['Coast Modern'],2017
I Lived It,['Blake Shelton'],2017
Let Me,['ZAYN'],2017
Only Us,"['Laura Dreyfuss', 'Ben Platt']",2017
Revvin' My Cj7,['Summer Salt'],2017
O.D.D.,['Hey Violet'],2017
Twinkle Twinkle Little Star,['Super Simple Songs'],2017
New Man,['Ed Sheeran'],2017
I Won't Let You Go,"['Switchfoot', 'Lauren Daigle']",2017
Mercy,['Brett Young'],2017
Lose My Mind - Acoustic,['Dean Lewis'],2017
Shutter Island,['Jessie Reyez'],2017
Hard Feelings/Loveless,['Lorde'],2017
Black SpiderMan,"['Logic', 'Damian Lemar Hudson']",2017
Beautiful Creatures (feat. MAX),"['ILLENIUM', 'MAX']",2017
So Young,['Portugal. The Man'],2017
My Mind Is For Sale,['Jack Johnson'],2017
The Way Life Goes (feat. Oh Wonder),"['Lil Uzi Vert', 'Oh Wonder']",2017
Money,['Leikeli47'],2017
RIP,"[""Olivia O'Brien""]",2017
Thunder / Young Dumb & Broke (with Khalid) - Medley,"['Imagine Dragons', 'Khalid']",2017
Sweater Weather,"['Kurt Hugo Schneider', 'Alyson Stoner', 'MAX']",2017
You're Special,['NF'],2017
I'll Find You (feat. Tori Kelly),"['Lecrae', 'Tori Kelly']",2017
I'm so Groovy,['Future'],2017
One Last Song,['Sam Smith'],2017
Mad Stalkers,"['21 Savage', 'Offset', 'Metro Boomin']",2017
Échame La Culpa,"['Luis Fonsi', 'Demi Lovato']",2017
H.O.E,['Speed Gang'],2017
Feel It Still - Medasin Remix,"['Portugal. The Man', 'Medasin']",2017
Keep Me,['Khalid'],2017
Halloween,['Kodak Black'],2017
Red Flavor,['Red Velvet'],2017
Come Together,"['Gary Clark Jr.', 'Junkie XL']",2017
Way of Life,"['Cypress Spring', 'The Lacs', 'Danny Boone']",2017
Super Far,['LANY'],2017
Legends Never Die - (Remix),"['League of Legends', 'Alan Walker', 'Against The Current', 'Mako']",2017
Supercut,['Lorde'],2017
Solo,['Future'],2017
Rosie,['John Mayer'],2017
Tu No Metes Cabra,['Bad Bunny'],2017
Take Me Away (feat. Syd),"['Daniel Caesar', 'Syd']",2017
De Periódico Un Gallito,['LEGADO 7'],2017
H2O,"['XXXTENTACION', 'Ski Mask The Slump God']",2017
Box Fan Long Loop For Sleep,['Fan Sounds'],2017
The Eve,['EXO'],2017
Take It From Me,['Jordan Davis'],2017
Higher Ground (feat. Naomi Wild),"['ODESZA', 'Naomi Wild']",2017
May I Have This Dance (Remix) [feat. Chance the Rapper],"['Francis and the Lights', 'Chance the Rapper']",2017
4 Seasons,['Rex Orange County'],2017
I'll Find You (feat. Tori Kelly),"['Lecrae', 'Tori Kelly']",2017
A Girl Like You,['Easton Corbin'],2017
Monster,['STARSET'],2017
Southern Nights,['Whitney'],2017
Hard Livin',['Chris Stapleton'],2017
Poncho Konos,"['T3R Elemento', 'Salazar Y Su Nueva Eskuela']",2017
Kill Jill (feat. Killer Mike & Jeezy),"['Big Boi', 'Jeezy', 'Killer Mike']",2017
No Money,['Galantis'],2017
My Old Man,['Zac Brown Band'],2017
Death Row,['Chris Stapleton'],2017
Look At You,['Seth Ennis'],2017
You Look Good,['Lady A'],2017
Senpai (feat. Hentai Dude),"['Shiki-TMNS', 'Hentai Dude']",2017
Six Feet Under - Jerry Folk Remix,"['Billie Eilish', 'Jerry Folk']",2017
Epiphany (feat. NF),"['Futuristic', 'NF']",2017
XO TOUR Llif3,['Fame on Fire'],2017
MOVE,['TAEMIN'],2017
Laughing on the Outside,['Bernadette Carroll'],2017
Outro: Wings,['BTS'],2017
I Wanna Know,"['RL Grime', 'Daya']",2018
Lie To Me,['5 Seconds of Summer'],2018
Turn off the Lights,"['Chris Lake', 'Alexis Roberts']",2018
Dedicate,['Lil Wayne'],2018
MyBoi - TroyBoi Remix,"['Billie Eilish', 'TroyBoi']",2018
